,지도표시 매체명,회사명,매체 위치좌표,,지번주소,도로명주소,규격,입지특성,,키워드1,키워드2,키워드3,키워드4,키워드5,거리뷰좌표,해상도,계약정보
800,창원 가야빌딩 전광판,인앤아웃컴퍼니,35.2104946,128.584823,경상남도 창원시 마산합포구 산호동  323-2,경상남도 창원시 마산합포구 허당로  84 가야빌딩,16.0 x 8.0m,.,06:30 - 23:00,교통핵심거점,산호동,,,,,제작가이드 별도문의,1일 20초 120회 - 350만원/월1일 30초 120회 - 450만원/월*기재된 내용 외의 기간 및 비용 협의 가능
801,지하철 PSD TV 네트워크,인앤아웃컴퍼니,37.5560831,126.9719218,서울특별시 중구 봉래동2가  122-17,서울특별시 중구 통일로  13,65인치(교대역 43인치),.,06:00 - 24:00,,,,,,,1920 x 1080,"1일 30초 100회(30기) - 1,200만원/월1일 15초 200회(30기) - 1,200만원/월1일 30초 100회(60기) - 2,000만원/월1일 15초 200회(60기) - 2,000만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
802,지하철 PSD TV 네트워크,인앤아웃컴퍼니,37.5132208,127.0993911,서울특별시 송파구 잠실동  32,서울특별시 송파구 올림픽로  251-2 가로분식점,65인치(교대역 43인치),.,06:00 - 24:00,,,,,,,1920 x 1080,"1일 30초 100회(30기) - 1,200만원/월1일 15초 200회(30기) - 1,200만원/월1일 30초 100회(60기) - 2,000만원/월1일 15초 200회(60기) - 2,000만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
803,지하철 PSD TV 네트워크,인앤아웃컴퍼니,37.4924699,127.0137964,서울특별시 서초구 서초동  1574-18,NULL,65인치(교대역 43인치),.,06:00 - 24:00,,,,,,,1920 x 1080,"1일 30초 100회(30기) - 1,200만원/월1일 15초 200회(30기) - 1,200만원/월1일 30초 100회(60기) - 2,000만원/월1일 15초 200회(60기) - 2,000만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
804,지하철 PSD TV 네트워크,인앤아웃컴퍼니,37.5607949,126.9856225,서울특별시 중구 충무로2가  109-2,서울특별시 중구 퇴계로  124-1 구두수선대245,65인치(교대역 43인치),.,06:00 - 24:00,,,,,,,1920 x 1080,"1일 30초 100회(30기) - 1,200만원/월1일 15초 200회(30기) - 1,200만원/월1일 30초 100회(60기) - 2,000만원/월1일 15초 200회(60기) - 2,000만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
805,명동 K-Road Pole,인앤아웃컴퍼니,37.5636631,126.9829068,서울특별시 중구 명동2가  83-9,서울특별시 중구 명동길  50-1 가로판매대41,1.5 x 2.5m x 양면,.,06:00 - 24:00,명동길,쇼핑,관광,,,,1536 x 1280 / (768+768) x 1280,"A구역(현재) 12기 24면1일 15초 70회 - 720만원/월1일 30초 70회 - 1,200만원/월A구역(현재)+B구역(신규 연장) 25기~30기1일 15초 70회 - 1,500~1,800만원/월 예상1일 30초 70회 (미디어 수 미정) - 2,500~3,000만원/월 예상*기재된 내용 외의 기간 및 비용 협의 가능"
806,공항철도 김포공항역,인앤아웃컴퍼니,37.5619102,126.8014459,서울 강서구 방화동 886,서울 강서구 하늘길 지하 77 (방화동),7.2 x 10.8m,.,05:00 - 25:00,,,,,,,1440 x 2240,"1일 20초 100회 - 1,000만원/월공항철도 패키지 - 6,000만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
807,신촌역 스마트가로,(주)큐엠씨코리아,37.5561778,126.9367576,서울특별시 서대문구 창천동  30-7,서울특별시 서대문구 연세로  5 국민은행,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장",06:00 - 24:00,신촌역,대학교인근,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
808,신촌 스마트가로,(주)큐엠씨코리아,37.5569019,126.9427144,서울특별시 서대문구 대현동  104-36,서울특별시 서대문구 신촌로  149 신촌자이엘라,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장 ",06:00 - 24:00,신촌,대학교인근,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
809,서대문역 스마트가로,(주)큐엠씨코리아,37.5652302,126.9664795,서울특별시 서대문구 충정로2가  201,서울특별시 서대문구 충정로  76 신라스테이서대문,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장 ",06:00 - 24:00,서대문역,오피스인근,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
810,서대문 경찰청 스마트가로,(주)큐엠씨코리아,37.5632568,126.9684656,서울특별시 서대문구 미근동  212-2,서울특별시 서대문구 통일로  97 경찰청,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장",06:00 - 24:00,서대문역,통일로,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
811,홍제역 스마트가로,(주)큐엠씨코리아,37.5893492,126.9431514,서울특별시 서대문구 홍제동  330-235,서울특별시 서대문구 통일로  461,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장 ",06:00 - 24:00,홍제역,대단지아파트,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
812,야탑역 스마트가로,(주)큐엠씨코리아,37.4119021,127.1278891,경기도 성남시 분당구 야탑동  359-6,경기 성남시 분당구 성남대로 919 (야탑동),(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장",06:00 - 24:00,야탑역,광장,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
813,판교역 스마트가로,(주)큐엠씨코리아,37.3948317,127.1115733,경기도 성남시 분당구 백현동  534-1,경기도 성남시 분당구 분당내곡로  121,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장",06:00 - 24:00,판교역,오피스,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
814,모란역 스마트가로,(주)큐엠씨코리아,37.4303246,127.1290295,경기도 성남시 중원구 성남동  4182,경기도 성남시 중원구 성남대로  1127 한성빌딩,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장 ",06:00 - 24:00,모란역,시장,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
815,단대오거리역 스마트가로,(주)큐엠씨코리아,37.4451653,127.1574951,경기도 성남시 중원구 금광동  4849,경기 성남시 중원구 산성대로372번길 3 (금광동),(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장",06:00 - 24:00,단대오거리역,먹자골목,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
816,성남시의료원 스마트가로,(주)큐엠씨코리아,37.4435948,127.1402849,경기도 성남시 수정구 태평동  7288-16,경기도 성남시 수정구 수정로  183,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장 ",06:00 - 24:00,성남,병원 인근,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
817,신흥역 스마트가로,(주)큐엠씨코리아,37.4408232,127.1464066,경기도 성남시 수정구 신흥동  2467,경기도 성남시 수정구 산성대로  265-1,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장",06:00 - 24:00,신흥역,시장,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
818,인덕원역 스마트가로,(주)큐엠씨코리아,37.4009408,126.9763427,경기도 안양시 동안구 관양동  1502-9,경기도 안양시 동안구 흥안대로  525,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장 ",06:00 - 24:00,인덕원역,역세권,먹자골목,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
819,범계역 스마트가로,(주)큐엠씨코리아,37.3902409,126.9519742,경기도 안양시 동안구 호계동  1130,경기 안양시 동안구 동안로 128 (호계동),(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장 ",06:00 - 24:00,범계역,먹자골목,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
820,범계 롯데백화점 앞 스마트가로,(주)큐엠씨코리아,37.3899453,126.9496483,경기도 안양시 동안구 호계동  1039,경기도 안양시 동안구 시민대로  180 G.SQURE. 롯데백화점 평촌점,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장",06:00 - 24:00,범계역,백화점,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
821,범계사거리 스마트가로,(주)큐엠씨코리아,37.3912503,126.950702,경기도 안양시 동안구 비산동  1108-1,경기도 안양시 동안구 시민대로  175 동안프라자빌딩,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장 ",06:00 - 24:00,범계역,구청,백화점,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
822,범계 문화의거리 스마트가로,(주)큐엠씨코리아,37.391376,126.9554559,경기도 안양시 동안구 호계동  1130,경기도 안양시 동안구 평촌대로  221 센터프라자,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장",06:00 - 24:00,범계역,먹자골목,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
823,범계 스마트가로,(주)큐엠씨코리아,37.3897183,126.9534996,경기도 안양시 동안구 호계동  1050,경기도 안양시 동안구 평촌대로217번길  45 평촌코아주차빌딩,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장 ",06:00 - 24:00,범계역,대단지아파트,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
824,안양시청 스마트가로,(주)큐엠씨코리아,37.3935816,126.9573494,경기도 안양시 동안구 관양동  1590,경기도 안양시 동안구 시민대로  235 안양시청,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장",06:00 - 24:00,평촌,시청,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
825,평촌 스마트가로,(주)큐엠씨코리아,37.3929804,126.9629042,경기도 안양시 동안구 관양동  1607,경기도 안양시 동안구 관평로170번길  43 훼미리타운,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장 ",06:00 - 24:00,평촌,먹자골목,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
826,평촌 시민대로 스마트가로,(주)큐엠씨코리아,37.3960259,126.9664153,경기도 안양시 동안구 관양동  1746-4,경기도 안양시 동안구 시민대로  325,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장 ",06:00 - 24:00,평촌역,오피스인근,,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
827,안양역 스마트가로,(주)큐엠씨코리아,37.4009287,126.9228439,경기도 안양시 만안구 안양동  1189-1,경기도 안양시 만안구 만안로223번길  9-2 만안구 구두수선대 2009-00033,(전면) 940x530mm / (후면) 960x550mm,"지역 상권 광고 홍보 효과 UP! 국가 스마트 시범 적용 공공가로시설물 휴지통 상단 전면에 영상광고, 후면에 이미지광고 게시. 유동인구가 많은 지하철역, 버스정류장, 먹자골목 등 입구변에 위치하여 시설물을 이용하는 사람들에게 확실한 노출 보장",06:00 - 24:00,안양역,먹자골목,안양1번가,,,,1920x1080(2K)FHD,영상광고 1일 15초 100회 - 15만원/월조명광고 이미지 all day - 37만5천원/월
